Cliente, TEC, tempo relógio, TS, tempo início serviço, tempo cliente na fila, tempo final do serviço, tempo cliente no sistema, tempo livre do operador, esperou na fila, quantidade de clientes no sistema
111,8.992360776314632,580.5124186040109,4.005014211091241,678.0419405877946,97.52952198378364,682.0469547988858,101.53453619487487,0.0,1,16
112,6.077160240287589,586.5895788442986,3.8876708583162247,682.0469547988858,95.45737595458729,685.9346256572021,99.34504681290352,0.0,1,17
113,3.9962561968119683,590.5858350411105,3.853304879299675,685.9346256572021,95.3487906160916,689.7879305365018,99.20209549539128,0.0,1,17
114,1.2861995205646144,591.8720345616752,1.488088252957683,689.7879305365018,97.91589597482664,691.2760187894595,99.40398422778432,0.0,1,18
115,6.732603004245229,598.6046375659204,10.82027073285361,691.2760187894595,92.67138122353913,702.0962895223131,103.49165195639274,0.0,1,17
116,1.5137583669362522,600.1183959328566,7.187480483428658,702.0962895223131,101.97789358945647,709.2837700057418,109.16537407288513,0.0,1,18
117,8.74180577895656,608.8602017118131,5.960867674359695,709.2837700057418,100.42356829392861,715.2446376801015,106.3844359682883,0.0,1,18
118,5.4426441257867175,614.3028458375999,5.566324570776232,715.2446376801015,100.94179184250163,720.8109622508778,106.50811641327786,0.0,1,18
119,1.2328291713565722,615.5356750089564,10.538569854201512,720.8109622508778,105.27528724192132,731.3495321050793,115.81385709612283,0.0,1,19
120,2.640880594785126,618.1765556037416,6.018416517554652,731.3495321050793,113.17297650133776,737.367948622634,119.19139301889241,0.0,1,20
